District,pct_ICU,daily_tests_per_million_14ma,TPR,rate_increase_new_cases,daily_cases_per_million,category,dates,is_change
Nanded,100,115.29693051715914,2.2894838960031043,38.029661016949156,828.847954893535,RED,2020-06-15,False
Nanded,100,116.87634052424352,2.331875910889028,33.035714285714285,,GRAY,2020-06-16,True
Nanded,100,117.25186458187197,2.4019941083163383,36.04651162790697,983.8478775423259,RED,2020-06-17,True
Nanded,100,130.10804114303426,1.7217217217217218,10.550458715596337,1116.2374467912935,RED,2020-06-18,False
Nanded,100,133.28895080765173,1.673477330219887,11.926605504587162,1138.5502955411193,RED,2020-06-19,False
Nanded,100,136.5361294236154,1.6647748770336739,15.915915915915917,1152.5330140910103,RED,2020-06-20,False
Nanded,100,139.09852887566836,1.6660496112550907,24.601769911504423,1151.3429954910196,RED,2020-06-21,False
Nanded,100,139.62868048643796,1.7139697751566532,32.28840125391849,1107.0148026413653,RED,2020-06-22,False
Nanded,100,140.68898370797712,1.8450858604311289,41.935483870967744,956.1799450925417,RED,2020-06-23,False
Nanded,100,144.06870022663318,1.8482317398258397,45.66929133858268,1156.9955838409755,RED,2020-06-24,False
Nanded,100,149.54693353791882,1.6170212765957446,33.898305084745765,1440.517515288764,RED,2020-06-25,False
Nanded,100,154.18576013215264,1.3475760065735416,15.604395604395599,1494.6633615883416,RED,2020-06-26,False
Nanded,100,160.63593806318252,1.3296317942723554,15.789473684210531,1894.5096111852229,RED,2020-06-27,False
Nanded,100,166.93148844107128,1.1081498106326273,-21.568627450980397,1634.1930424372533,RED,2020-06-28,False
Nanded,100,171.747032238895,1.0616578195181707,-16.83168316831683,1563.9819450378009,RED,2020-06-29,False
Nanded,100,177.04854834659076,0.9981285090455396,-26.860841423948234,1451.2276826886805,RED,2020-06-30,False
Nanded,100,179.00663807565343,1.1458691417440128,-50.49999999999999,1647.283247037151,RED,2020-07-01,False
Nanded,100,175.99140078940144,1.258023106546855,-20.493197278911573,,GRAY,2020-07-02,True
Nanded,100,182.59620627357245,1.232741617357002,-18.08333333333334,1893.3195925852322,RED,2020-07-03,True
Nanded,100,190.30864994452986,1.2841658812441092,-10.321100917431187,2104.5478940835847,RED,2020-07-04,False
Nanded,100,197.15959724798677,1.2695533892541373,-9.300595238095237,1950.1429807347888,RED,2020-07-05,False
Nanded,100,202.6772763636452,1.3529864701352987,-2.1680216802167944,1597.0049611875434,RED,2020-07-06,False
Nanded,100,208.72826275442299,1.4063498828041765,-1.767676767676779,1527.3888730880863,RED,2020-07-07,False
Nanded,100,213.54854004877134,1.6006652115164743,10.660173160173159,1964.4232039346775,RED,2020-07-08,False
Nanded,100,217.60988006698835,2.016498625114574,35.43771043771043,2045.3444687340464,RED,2020-07-09,False
Nanded,100,222.59425190752728,2.186444046909163,48.29545454545455,2338.981558281756,RED,2020-07-10,False
Nanded,100,225.4453946475887,2.303695716106264,51.48936170212766,2421.390346331113,RED,2020-07-11,False
Nanded,100,228.85035648104335,2.266808141217324,56.59574468085106,2328.5688955318374,RED,2020-07-12,False
Nanded,100,231.08614467289001,2.520045819014891,61.742424242424235,1932.8877110349235,RED,2020-07-13,False
Nanded,100,235.39362651039283,2.76062137376006,67.57869249394673,2005.4788456343572,RED,2020-07-14,False
Nanded,100,242.22406199557594,2.967601415736455,71.60332022717344,2372.5995837314936,RED,2020-07-15,False
Nanded,100,247.43406383712696,2.8682748901599933,69.49755446865272,2570.737680629948,RED,2020-07-16,False
Nanded,100,252.23382931320157,2.8868829795885174,69.66413867822318,2471.668632180721,RED,2020-07-17,False
Nanded,100,255.59776751010853,3.1458149426209774,70.05494505494505,2483.568818180628,RED,2020-07-18,False
Nanded,100,262.12052572118426,3.2396901165975427,70.86584912671869,2831.649258677913,RED,2020-07-19,False
Nanded,100,269.6483630276773,3.68172828236726,72.63191354100447,2451.438315980879,RED,2020-07-20,False
Nanded,100,277.79155488238507,3.832238056560585,72.61004891062694,2479.998762380656,RED,2020-07-21,False
Nanded,100,288.15002311066564,3.8724373576309796,69.51357466063348,3146.409178375458,RED,2020-07-22,False
Nanded,100,299.2674286150777,4.09184372858122,64.28295322767686,2943.8085117270384,RED,2020-07-23,False
Nanded,100,309.05156593169136,4.068494059865932,61.35023214957962,2860.507209727688,RED,2020-07-24,False
Nanded,100,319.5331050696149,4.230324817049685,61.596825026263566,2752.2155171285326,RED,2020-07-25,False
Nanded,100,329.64543147860957,4.417895588326799,64.35536294691225,2805.766354128115,RED,2020-07-26,False
Nanded,100,338.13732424397233,4.585987261146497,62.3931623931624,2357.426846581612,RED,2020-07-27,False
Nanded,100,345.6446497321915,4.326152750578601,56.42080827266012,2295.843384032092,RED,2020-07-28,False
Nanded,100,352.6802034001128,4.478306385948587,54.26573426573427,2740.3153311286255,RED,2020-07-29,False
Nanded,100,362.628435262917,5.102098534985011,61.64079822616408,3316.2843335241328,RED,2020-07-30,False
Nanded,100,374.566313498282,5.306390668638081,63.364293085655305,3070.247987976052,RED,2020-07-31,False
Nanded,100,389.86812993055395,5.266480770242542,60.83916083916084,2856.3421446277207,RED,2020-08-01,False
Nanded,100,401.1906536177043,6.293777800501048,66.36880584890334,2828.971716827934,RED,2020-08-02,False
Nanded,100,404.5545918146112,6.956345383562338,64.72303206997084,2668.021701179189,RED,2020-08-03,False
Nanded,100,411.9183345749136,7.056070112538592,63.373323923782635,2308.6360839819927,RED,2020-08-04,False
Nanded,100,421.3742827991461,7.3212286423599275,63.82978723404257,3066.9754368260774,RED,2020-08-05,False
Nanded,100,434.9736183146908,7.163067056493445,60.69782751810402,3425.4685400732815,RED,2020-08-06,False
Nanded,100,454.5829165844656,7.553469903438318,63.38112305854241,3118.741245925674,RED,2020-08-07,False
Nanded,100,472.1205212085843,7.503149845766173,61.841343370005795,3814.604622270246,RED,2020-08-08,False
Nanded,100,487.0736367302012,7.576012802156153,60.533629794330174,3643.836953171578,RED,2020-08-09,False
Nanded,100,491.99647311591866,7.783707162511465,59.507230851633636,2731.390191628695,RED,2020-08-10,False
Nanded,100,503.81128044164075,8.008305512580408,62.938485002541945,3298.73155917427,RED,2020-08-11,False
Nanded,100,517.349080502364,7.961303623820474,61.65338645418326,3781.8791107705015,RED,2020-08-12,False
Nanded,100,525.0615241733213,7.551371200875068,53.33678220382825,3514.4224304225877,RED,2020-08-13,False
Nanded,100,530.9689278361825,7.714594761647223,51.477215823735605,3750.9386271707426,RED,2020-08-14,False
Nanded,100,531.8714478402306,7.890474354030081,51.0752688172043,3576.005892972107,RED,2020-08-15,False
Nanded,100,524.9794769002261,7.243885285613816,33.60302049622437,3305.5741661242164,RED,2020-08-16,False
Nanded,100,526.0460914504649,6.772986040708103,21.013241220495104,2526.706992430292,RED,2020-08-17,False
Nanded,100,529.5331005570148,7.34428261543229,25.263713080168774,3307.954203324198,RED,2020-08-18,False
Nanded,100,536.219953314281,7.428658863132124,22.554067971163754,3916.64871721945,RED,2020-08-19,False
Nanded,100,537.7788515030917,7.853383171866657,26.22632345798932,4357.550608516011,RED,2020-08-20,False
Nanded,100,535.5225514929712,8.143097901026506,21.260583254938858,4212.963348617139,RED,2020-08-21,False
Nanded,100,533.9636533041605,8.339735709895514,20.45140488254261,4311.437387766371,RED,2020-08-22,False
Nanded,100,516.6516786810539,8.313482610767032,14.087870105062088,3106.246050625771,RED,2020-08-23,False
Nanded,100,516.6927023176016,8.388249305279873,11.642214860388064,3277.0137197244394,RED,2020-08-24,False
Nanded,100,504.40612317158167,8.74303607010695,8.51162790697675,3101.4859762258084,RED,2020-08-25,False
Nanded,100,512.9595513917658,9.021113243761997,10.992907801418445,4429.249229165452,RED,2020-08-26,False
Nanded,100,514.7440795815885,9.858537557282327,21.867421180274853,4420.026585015524,RED,2020-08-27,False
Nanded,100,516.2619541338513,10.26262465731654,22.686798296554397,4292.099585516522,RED,2020-08-28,False
Nanded,100,522.7436887083794,10.810280557190504,25.73502722323049,4845.1607298622075,RED,2020-08-29,False
Nanded,100,537.5942451386273,11.4464496928536,38.2,4881.456297161924,RED,2020-08-30,False
Nanded,100,542.9888533446427,11.956029011786038,45.11848341232228,3526.025111772497,RED,2020-08-31,False
Nanded,100,547.7065715476219,12.175117968691485,41.679483235927414,4690.160807213417,RED,2020-09-01,False
Nanded,100,548.5475560968488,12.702389410312978,42.83191050927288,5186.398563409546,RED,2020-09-02,False
Nanded,100,558.6393706875697,12.715256104277584,40.542881894311286,5386.321688207987,RED,2020-09-03,False
Nanded,100,566.4543734498964,13.003331402085747,40.79643553327764,5717.444363655404,RED,2020-09-04,False
Nanded,100,574.0027225746632,13.539879931389365,42.7025600422275,6188.096719951733,RED,2020-09-05,False
Nanded,100,599.7860781448587,13.764919120413118,47.9751552795031,6946.733577445815,RED,2020-09-06,False
Nanded,100,605.4883636249814,14.001151800535249,48.874909266876365,4887.703894811876,RED,2020-09-07,False
Nanded,100,627.0257728124956,14.560502469822369,51.696248034149626,5989.066109103285,RED,2020-09-08,False
Nanded,100,633.1382946580948,14.656429196228983,50.13262599469497,7014.267132995289,RED,2020-09-09,False
Nanded,100,641.2609746945287,14.819435114992164,46.600474854306064,6975.294023845593,RED,2020-09-10,False
