District,pct_ICU,daily_tests_per_million_14ma,TPR,rate_increase_new_cases,daily_cases_per_million,category,dates,is_change
Mysuru,100,,,,,GRAY,2020-03-26,False
Mysuru,100,,,,,GRAY,2020-03-27,False
Mysuru,100,,,,,GRAY,2020-03-28,False
Mysuru,100,,,,,GRAY,2020-03-29,False
Mysuru,100,,,,,GRAY,2020-03-30,False
Mysuru,100,,,,,GRAY,2020-03-31,False
Mysuru,100,,,,,GRAY,2020-04-01,False
Mysuru,100,,,,,GRAY,2020-04-02,False
Mysuru,100,67.6872296459236,,,,GRAY,2020-04-03,False
Mysuru,100,67.6872296459236,,,,GRAY,2020-04-04,False
Mysuru,100,67.6872296459236,,,,GRAY,2020-04-05,False
Mysuru,100,67.6872296459236,,,,GRAY,2020-04-06,False
Mysuru,100,48.58438927918515,,,,GRAY,2020-04-07,False
Mysuru,100,34.294863020601284,,,,GRAY,2020-04-08,False
Mysuru,100,28.052596286588333,,,,GRAY,2020-04-09,False
Mysuru,100,23.46490627725351,,,,GRAY,2020-04-10,False
Mysuru,100,20.95797184592301,,,,GRAY,2020-04-11,False
Mysuru,100,19.382184489086693,,,,GRAY,2020-04-12,False
Mysuru,100,18.350760037339285,,,,GRAY,2020-04-13,False
Mysuru,100,18.083353697997364,,,,GRAY,2020-04-14,False
Mysuru,100,18.29059361098735,,,,GRAY,2020-04-15,False
Mysuru,100,18.296063286110254,,,,GRAY,2020-04-16,False
Mysuru,100,17.338870139602243,,,,GRAY,2020-04-17,False
Mysuru,100,17.849373151073184,,,,GRAY,2020-04-18,False
Mysuru,100,18.952424300858606,,,,GRAY,2020-04-19,False
Mysuru,100,19.790456667903374,,,,GRAY,2020-04-20,False
Mysuru,100,20.607001025536736,,,,GRAY,2020-04-21,False
Mysuru,100,23.65829836195615,,,,GRAY,2020-04-22,False
Mysuru,100,25.742635274862366,,,,GRAY,2020-04-23,False
Mysuru,100,29.41708488421251,,,,GRAY,2020-04-24,False
Mysuru,100,32.10308606063804,,,,GRAY,2020-04-25,False
Mysuru,100,35.47670353822853,,,,GRAY,2020-04-26,False
Mysuru,100,37.53955244172334,,,,GRAY,2020-04-27,False
Mysuru,100,41.49334617342172,,,,GRAY,2020-04-28,False
Mysuru,100,45.210771801594674,0.4166666666666667,,3.9984978976231265,GRAY,2020-04-29,False
Mysuru,100,48.90670942035623,0.4166666666666667,,,GRAY,2020-04-30,False
Mysuru,100,49.8306938250466,0.4166666666666667,,,GRAY,2020-05-01,False
Mysuru,100,53.24728732145989,0.4166666666666667,,,GRAY,2020-05-02,False
Mysuru,100,56.40602470493632,0.4166666666666667,,,GRAY,2020-05-03,False
Mysuru,100,58.74821773077939,0.4166666666666667,,,GRAY,2020-05-04,False
Mysuru,100,60.68213857780579,0.4166666666666667,,,GRAY,2020-05-05,False
Mysuru,100,62.46564335895234,0.4166666666666667,,,GRAY,2020-05-06,False
Mysuru,100,64.74337235656121,0.4166666666666667,,,GRAY,2020-05-07,False
Mysuru,100,65.49545268596036,0.4166666666666667,,,GRAY,2020-05-08,False
Mysuru,100,67.49383756122096,0.4166666666666667,,,GRAY,2020-05-09,False
Mysuru,100,67.85913372121483,0.4166666666666667,,,GRAY,2020-05-10,False
Mysuru,100,69.51371044589297,0.4166666666666667,,,GRAY,2020-05-11,False
Mysuru,100,69.62115049294997,0.4166666666666667,,,GRAY,2020-05-12,False
Mysuru,100,69.36329438001313,,,,GRAY,2020-05-13,False
Mysuru,100,71.94185550938164,,,,GRAY,2020-05-14,False
Mysuru,100,72.58649579172376,,,,GRAY,2020-05-15,False
Mysuru,100,74.13363246934487,,,,GRAY,2020-05-16,False
